Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2024-03-01 04:00:00,3367.78000000,3399.00000000,3364.32000000,3365.41000000,55423.97150000,1709279999999,187276055.27123600,182562,26042.19700000,88018556.41576300,0
2024-03-01 08:00:00,3365.41000000,3437.08000000,3353.74000000,3410.90000000,91689.15150000,1709294399999,312939650.43860400,268023,44923.64790000,153293581.66636800,0
2024-03-01 12:00:00,3410.89000000,3449.81000000,3379.60000000,3390.76000000,89813.15510000,1709308799999,307020374.14982800,272960,43783.47050000,149698164.39688500,0
2024-03-01 16:00:00,3390.76000000,3435.90000000,3380.06000000,3427.73000000,63881.74450000,1709323199999,217887714.04975900,198815,32416.89700000,110590628.70988800,0
2024-03-01 20:00:00,3427.73000000,3450.00000000,3421.28000000,3433.43000000,45778.65110000,1709337599999,157207021.56418200,153666,24141.00170000,82908237.51951000,0
2024-03-02 00:00:00,3433.42000000,3460.04000000,3424.71000000,3442.34000000,53603.97150000,1709351999999,184427702.13893100,164302,25323.96980000,87124610.70155600,0
2024-03-02 04:00:00,3442.33000000,3452.76000000,3390.01000000,3430.25000000,73960.54780000,1709366399999,253312489.36252000,185636,38228.34130000,130903751.20544800,0
2024-03-02 08:00:00,3430.26000000,3435.68000000,3391.83000000,3403.39000000,46989.24050000,1709380799999,160271763.56962500,171394,20881.42600000,71225692.96620400,0
2024-03-02 12:00:00,3403.40000000,3427.01000000,3394.47000000,3418.05000000,43485.42520000,1709395199999,148439232.14786000,168744,20718.05780000,70725198.13014800,0
2024-03-02 16:00:00,3418.04000000,3431.03000000,3410.00000000,3426.19000000,34444.98300000,1709409599999,117863114.80015600,126582,16642.39180000,56957724.58849500,0
2024-03-02 20:00:00,3426.20000000,3431.31000000,3402.56000000,3421.40000000,31500.77680000,1709423999999,107442618.43211700,109455,16448.09110000,56096611.68784400,0
2024-03-03 00:00:00,3421.39000000,3434.00000000,3409.10000000,3431.56000000,42198.13710000,1709438399999,144463491.86344800,143259,21605.51770000,73969390.79898100,0
2024-03-03 04:00:00,3431.57000000,3446.23000000,3360.00000000,3392.76000000,76052.03660000,1709452799999,259152181.73734100,216905,36069.00810000,122937331.33699400,0
2024-03-03 08:00:00,3392.76000000,3414.91000000,3375.00000000,3413.39000000,51813.70520000,1709467199999,176160392.78211800,183978,24856.80690000,84521093.12804900,0
2024-03-03 12:00:00,3413.39000000,3447.53000000,3403.92000000,3422.50000000,60505.32030000,1709481599999,207373714.45684600,214352,30667.11260000,105114070.24187600,0
2024-03-03 16:00:00,3422.50000000,3484.44000000,3418.22000000,3465.20000000,69628.91650000,1709495999999,241105545.92025500,203138,34470.53500000,119347794.17676000,0
2024-03-03 20:00:00,3465.20000000,3491.80000000,3458.65000000,3487.81000000,41433.41530000,1709510399999,144017334.22448200,155191,21170.18300000,73595024.98258300,0
2024-03-04 00:00:00,3487.80000000,3528.96000000,3423.78000000,3471.85000000,104241.12700000,1709524799999,363697600.77985100,310732,52730.37830000,184049459.10639500,0
2024-03-04 04:00:00,3471.84000000,3487.34000000,3456.36000000,3478.61000000,64931.44230000,1709539199999,225429901.59627700,218093,28303.77810000,98260653.01260600,0
2024-03-04 08:00:00,3478.61000000,3544.14000000,3478.60000000,3506.91000000,130561.23930000,1709553599999,458609962.50977900,358986,59540.57520000,209163546.62305200,0
2024-03-04 12:00:00,3506.92000000,3568.18000000,3459.03000000,3560.42000000,132120.45130000,1709567999999,465429012.55406400,361342,67666.05960000,238533539.59143900,0
2024-03-04 16:00:00,3560.42000000,3610.00000000,3528.42000000,3593.01000000,184688.93210000,1709582399999,658361771.08443300,432785,97211.93330000,346668222.38090300,0
2024-03-04 20:00:00,3593.00000000,3640.94000000,3558.30000000,3627.76000000,98817.44410000,1709596799999,355376793.41478600,271826,49601.29990000,178437174.90678100,0
2024-03-05 00:00:00,3627.75000000,3697.20000000,3607.24000000,3689.81000000,115612.48940000,1709611199999,420407884.53100800,324632,57055.80160000,207546609.81571400,0
2024-03-05 04:00:00,3689.81000000,3740.00000000,3641.50000000,3672.98000000,214653.25580000,1709625599999,794972638.21365100,553202,105895.06130000,392222827.73890700,0
2024-03-05 08:00:00,3672.99000000,3742.00000000,3651.87000000,3731.45000000,96557.86150000,1709639999999,357286399.95662300,279143,51096.32290000,189117765.74307300,0
2024-03-05 12:00:00,3731.46000000,3822.04000000,3730.80000000,3783.01000000,232303.13600000,1709654399999,877844958.25293200,546999,121815.71810000,460230794.55977900,0
2024-03-05 16:00:00,3783.00000000,3796.07000000,3200.00000000,3376.46000000,421444.88510000,1709668799999,1513207195.93118000,903025,184323.92100000,663778466.12783500,0
2024-03-05 20:00:00,3376.46000000,3580.60000000,3324.68000000,3553.65000000,312333.23620000,1709683199999,1080128602.79808600,658581,163012.61740000,563846910.30520700,0
2024-03-06 00:00:00,3553.66000000,3591.23000000,3499.40000000,3538.01000000,115820.78030000,1709697599999,410620562.45398800,308084,56595.49360000,200667286.99448900,0
2024-03-06 04:00:00,3538.01000000,3789.77000000,3536.20000000,3786.60000000,230737.84820000,1709711999999,857218015.15817100,532773,108639.67200000,402978845.02088300,0
2024-03-06 08:00:00,3786.61000000,3899.47000000,3778.60000000,3879.74000000,201051.87560000,1709726399999,771696165.97028000,543050,100807.94110000,386893043.57605100,0
2024-03-06 12:00:00,3879.74000000,3900.00000000,3724.00000000,3790.94000000,234039.79640000,1709740799999,893035989.44118500,597164,117277.56100000,447730295.67720800,0
2024-03-06 16:00:00,3790.95000000,3880.00000000,3764.25000000,3852.59000000,107005.78880000,1709755199999,409118549.86632700,328744,56519.16980000,216104033.36202600,0
2024-03-06 20:00:00,3852.59000000,3892.58000000,3792.70000000,3818.59000000,80838.62070000,1709769599999,310561641.38778600,245647,39881.24050000,153187466.21744200,0
2024-03-07 00:00:00,3818.58000000,3852.69000000,3764.21000000,3775.18000000,101621.84970000,1709783999999,386856294.19559400,276102,49766.83220000,189463426.91220800,0
2024-03-07 04:00:00,3775.18000000,3803.36000000,3735.00000000,3789.22000000,71852.47590000,1709798399999,271235293.12673000,253200,36829.25300000,139048469.09795500,0
2024-03-07 08:00:00,3789.23000000,3814.92000000,3770.36000000,3787.58000000,73348.29970000,1709812799999,278072588.49469700,244733,33893.38770000,128513593.22253400,0
2024-03-07 12:00:00,3787.58000000,3855.23000000,3765.12000000,3837.16000000,112772.69000000,1709827199999,429926800.21433800,350495,57239.52190000,218219231.07537200,0
2024-03-07 16:00:00,3837.17000000,3883.77000000,3812.44000000,3870.19000000,78329.55250000,1709841599999,301721502.98561700,248897,40344.63440000,155423057.97552600,0
2024-03-07 20:00:00,3870.19000000,3933.81000000,3840.00000000,3868.76000000,102855.80720000,1709855999999,399795438.42673300,263289,54176.78190000,210601510.43574300,0
2024-03-08 00:00:00,3868.76000000,3940.60000000,3863.56000000,3900.85000000,77725.91570000,1709870399999,303589793.50795900,216380,39718.89860000,155085586.65163300,0
2024-03-08 04:00:00,3900.85000000,3946.57000000,3880.00000000,3908.16000000,64744.94910000,1709884799999,253191672.20961600,184918,30059.01040000,117521009.25805400,0
2024-03-08 08:00:00,3908.16000000,3954.98000000,3908.15000000,3950.46000000,79443.96380000,1709899199999,312892087.24365500,215515,42199.17250000,166177286.38182300,0
2024-03-08 12:00:00,3950.46000000,3993.75000000,3886.00000000,3900.75000000,172241.14340000,1709913599999,680648397.63422000,428205,84953.74150000,335857205.00317700,0
2024-03-08 16:00:00,3900.76000000,3978.49000000,3820.00000000,3928.82000000,174005.11970000,1709927999999,677673023.26600700,400885,88893.55330000,346255951.93443100,0
2024-03-08 20:00:00,3928.82000000,3950.85000000,3871.28000000,3883.36000000,78238.16720000,1709942399999,306214946.14410800,211238,36848.92280000,144267150.84359700,0
2024-03-09 00:00:00,3883.37000000,3929.00000000,3877.50000000,3923.21000000,42981.50100000,1709956799999,167903859.66118800,130154,22685.02810000,88615970.03019000,0
2024-03-09 04:00:00,3923.22000000,3942.00000000,3912.05000000,3925.47000000,36331.83340000,1709971199999,142677110.03882000,112376,18917.02580000,74294395.46046300,0
